School,Name,Position,Class,Hometown,High School
University of Maryland,Lavain Scruggs,DB,R-Fr.,"Baltimore, MD",Archbishop Spalding
University of Maryland,Kobi Thomas,LB,Sr.,"Largo, MD",DeMatha Catholic
University of Maryland,Karon Ball,DB,Jr.,"Baltimore, MD",Towson
University of Maryland,Alec Hughes,WR,Fr.,"Round Hill, VA",Woodgrove
University of Maryland,Parker Jones,WR,Fr.,"Baltimore, MD",Boys Latin
University of Maryland,Carson Petitbon,DB,Fr.,"Annapolis, MD",St. Mary's
University of Maryland,Jaiden Fair,WR,Fr.,"Stafford, VA",Mountain View
University of Maryland,Daniel Owens,DL,R-Fr.,"Pikesville, MD",Calvert Hall
University of Maryland,Taizse Johnson,DL,Jr.,"District Heights, MD",St. John’s College
University of Maryland,Rex Fleming,DB,Sr.,"Owings, MD",Northern
University of Maryland,DJ Samuels,LB,Fr.,"Englewood, NJ",Bergen Catholic
University of Maryland,Jonathan  Akins,DB,Fr.,"Madison, FL",Madison County
University of Maryland,Brenden Segovia,P,R-So.,"Los Angeles, CA",Oaks Christian School
University of Maryland,Caleb Wheatland,LB,So.,"Centreville, VA",Avalon School
University of Maryland,Jake Foggia,LS,R-Jr.,"West Long Branch, NJ",Red Bank Catholic
University of Maryland,Kellan Wyatt,LB,So.,"Glen Burnie, MD",Archbishop Spalding
University of Maryland,Dillan Fontus,DL,Fr.,"Averne, NY",Canarsie
University of Maryland,Sebastian Antoine-Pompey,DB,Fr.,"Mitchellville, MD",Fork Union Military Academy
University of Maryland,Maxwell Brown,TE,R-So.,"Olney, MD",Sherwood
University of Maryland,Darius  Grimes,LB,Fr.,"Upper Marlboro, MD",Frederick Douglass HS
University of Maryland,Thomas McCluskey,TE,Fr.,"New Fairfield, CT",Cheshire Academy
University of Maryland,Chris Wells,DB,Fr.,"Washington, DC",Landon
University of Maryland,David DeGuzman,WR,So.,"Lusby, MD",Patuxent
University of Maryland,Corey Bullock,OL,Sr.,"Accokeek, MD",Gwynn Park
University of Maryland,Dylan Gooden,LB,Fr.,"Columbia, MD",Good Counsel
University of Maryland,Mike Purcell,OL,Gr.,"Dayton, OH",Centerville
University of Maryland,John Stretch II,LS,Fr.,"Palmyra, PA",Palmyra Area
University of Maryland,Deandre Duffus,OL,Fr.,"Hollywood, FL",Chaminade-Madonna Prep
University of Maryland,Andre Roye Jr.,OL,R-Fr.,"District Heights, MD",St. Frances Academy
University of Maryland,Tamarus Walker,OL,Fr.,"Baltimore, MD",McDonogh
University of Maryland,Isaac Bunyun,DL,R-Jr.,"Accra, Ghana",High Point
University of Maryland,Ja'Kavion  Nonar,OL,R-Fr.,"Belle Glade, FL",Everglades Prep Academy
University of Maryland,Marcus Dumervil,OL,R-Jr.,"Lauderdale Lakes, FL",St. Thomas Aquinas
University of Maryland,Ethan Gough,LS,R-So.,"Owings, MD",DeMatha Catholic
University of Maryland,Khristopher Love,OL,R-Jr.,"Miami Gardens, FL",American Heritage
University of Maryland,Billy Molloy,OL,Fr.,"Washington, DC",Georgetown Prep
University of Maryland,Aric Harris,OL,Sr.,"Pensacola, FL",Escambia
University of Maryland,Amelio Morán,OL,R-Sr.,"Virginia Beach, VA",Princess Anne
University of Maryland,Gottlieb Ayedze,OL,Sr.,"Germantown, MD",Northwest
University of Maryland,Delmar Glaze,OL,R-Jr.,"Charlotte, NC",West Mecklenburg
University of Maryland,Conor Fagan,OL,R-Jr.,"Clarksburg, MD",Gonzaga College
University of Maryland,Kyle Long,OL,R-So.,"St. Louis, MO",Hazelwood Central
University of Maryland,Kevin Kalonji,OL,Jr.,"Kinshasa, Congo",The Avalon School
University of Maryland,Tyler Baruch,WR,Fr.,"Ellicott City, MD",Howard
University of Maryland,Leron Husbands,TE,R-So.,"Seat Pleasant, MD",Archbishop Carroll
University of Maryland,Joshua Jennings,TE,So.,"Frederick, MD",Good Counsel
University of Maryland,Preston Howard,TE,R-Fr.,"Arbutus, MD",McDonogh
University of Maryland,Josh Richards,WR,Fr.,"East Orange, NJ",East Orange Campus
University of Maryland,Robert Smith,WR,R-So.,"Houston, TX",Strake Jesuit College Preparatory
University of Maryland,Khalid  Jones,WR,R-So.,"Clarksburg, MD",Quince Orchard
University of Maryland,AJ Szymanski,TE,Fr.,"Timonium, MD",Loyola Blakefield
University of Maryland,Lavon Johnson,DL,Fr.,"Allentown, PA",Cheshire Academy
University of Maryland,Jack Howes,K/P,R-So.,"Orlando, FL",Edgewater
University of Maryland,Christian Teague,DL,Sr.,"Hagerstown, MD",North Hagerstown
University of Maryland,Tre Colbert,DL,Gr.,"Temple, TX",Temple
University of Maryland,Evan Johnson,K,Sr.,"Holt, MI",Holt
University of Maryland,Colton Spangler,P,Sr.,"Pasadena, MD",Chesapeake
2023 Football Roster - University of Michigan Athletics,Darrius Clemons,WR,So.,"Portland, Oregon",Westview
2023 Football Roster - University of Michigan Athletics,Mike Sainristil,DB,Gr.,"Everett, Mass.",Everett
2023 Football Roster - University of Michigan Athletics,Amorion Walker,DB,So.,"Ponchatoula, La.",Ponchatoula
2023 Football Roster - University of Michigan Athletics,Roman Wilson,WR,Sr.,"Honolulu, Hawaii",St. Louis
2023 Football Roster - University of Michigan Athletics,Blake Corum,RB,Sr.,"Marshall, Va.",St. Frances Academy
2023 Football Roster - University of Michigan Athletics,Will Johnson,DB,So.,"Detroit, Mich.",Grosse Pointe South
2023 Football Roster - University of Michigan Athletics,Fredrick Moore,WR,Fr.,"Saint Louis, Mo.",Cardinal Ritter College Prep
2023 Football Roster - University of Michigan Athletics,Keon Sabb,DB,So.,"Glassboro, N.J.",IMG Academy
2023 Football Roster - University of Michigan Athletics,Jayden Denegal,QB,So.,"Apple Valley, Calif.",Apple Valley
2023 Football Roster - University of Michigan Athletics,Micah Pollard,LB,So.,"Jacksonville, Fla.",Bartram Trail
2023 Football Roster - University of Michigan Athletics,Karmello English,WR,Fr.,"Phenix City, Ala.",Phenix City Central
2023 Football Roster - University of Michigan Athletics,Josaiah Stewart,EDGE,Jr.,"Bronx, N.Y.",Everett (Mass.)
2023 Football Roster - University of Michigan Athletics,Brandyn Hillman,DB,Fr.,"Portsmouth, Va.",Churchland
2023 Football Roster - University of Michigan Athletics,Cornelius Johnson,WR,Gr.,"Greenwich, Conn.",Brunswick School
2023 Football Roster - University of Michigan Athletics,Donovan Edwards,RB,Jr.,"West Bloomfield, Mich.",West Bloomfield
2023 Football Roster - University of Michigan Athletics,Makari Paige,DB,Sr.,"West Bloomfield, Mich.",West Bloomfield
2023 Football Roster - University of Michigan Athletics,Derrick Moore,EDGE,So.,"Baltimore, Md.",St. Frances Academy
2023 Football Roster - University of Michigan Athletics,Tyler Morris,WR,So.,"Bolingbrook, Ill.",Nazareth Academy
2023 Football Roster - University of Michigan Athletics,J.J. McCarthy,QB,Jr.,"La Grange Park, Ill.",Nazareth Academy/IMG Academy
2023 Football Roster - University of Michigan Athletics,Rod Moore,DB,Jr.,"Clayton, Ohio",Northmont
2023 Football Roster - University of Michigan Athletics,Zeke Berry,DB,So.,"Pittsburg, Calif.",De La Salle
2023 Football Roster - University of Michigan Athletics,Alex Orji,QB,So.,"Sachse, Texas",Sachse
2023 Football Roster - University of Michigan Athletics,Kendrick Bell,WR,Fr.,"Kansas City, Mo.",Park Hill
2023 Football Roster - University of Michigan Athletics,Josh Wallace,DB,Gr.,"Bowie, Md.",DeMatha Catholic
2023 Football Roster - University of Michigan Athletics,Jack Tuttle,QB,Gr.,"San Marcos, Calif.",Mission Hills
2023 Football Roster - University of Michigan Athletics,DJ Waller Jr.,DB,Fr.,"Youngstown, Ohio",Chaney
2023 Football Roster - University of Michigan Athletics,Jack Grusser,WR,Fr.,"Franklin Lakes, N.J.",Ramapo
2023 Football Roster - University of Michigan Athletics,Kody Jones,DB,So.,"Memphis, Tenn.",Germantown
2023 Football Roster - University of Michigan Athletics,Ernest Hausmann,LB,So.,"Columbus, Neb.",Columbus
2023 Football Roster - University of Michigan Athletics,Deakon Tonielli,TE,Fr.,"Oswego, Ill.",Oswego
2023 Football Roster - University of Michigan Athletics,Semaj Bridgeman,LB,Fr.,"Philadelphia, Pa.",Imhotep Charter Institute
2023 Football Roster - University of Michigan Athletics,Davis Warren,QB,Jr.,"Los Angeles, Calif.",Loyola/Suffield Academy
2023 Football Roster - University of Michigan Athletics,Marlin Klein,TE,So.,"Cologne, Germany",Rabun Gap-Nacoochee School
2023 Football Roster - University of Michigan Athletics,Braiden McGregor,EDGE,Sr.,"Port Huron, Mich.",Port Huron Northern
2023 Football Roster - University of Michigan Athletics,Colston Loveland,TE,So.,"Gooding, Idaho",Gooding
2023 Football Roster - University of Michigan Athletics,Ja'Den McBurrows,DB,Jr.,"Fort Lauderdale, Fla.",St. Thomas Aquinas
2023 Football Roster - University of Michigan Athletics,Tommy Doman,K/P,Jr.,"West Bloomfield, Mich.",Orchard Lake St. Mary's
2023 Football Roster - University of Michigan Athletics,Jason Hewlett,LB,Fr.,"Youngstown, Ohio",Chaney
2023 Football Roster - University of Michigan Athletics,Jyaire Hill,DB,Fr.,"Kankakee, Ill.",Kankakee
2023 Football Roster - University of Michigan Athletics,Kalel Mullings,RB,Sr.,"West Roxbury, Mass.",Milton Academy
2023 Football Roster - University of Michigan Athletics,Cameron Calhoun,DB,Fr.,"Cincinnati, Ohio",Winton Woods
2023 Football Roster - University of Michigan Athletics,Tavierre Dunlap,RB,Jr.,"Del Valle, Texas",Del Valle
2023 Football Roster - University of Michigan Athletics,Michael Barrett,LB,Gr.,"Valdosta, Ga.",Lowndes
2023 Football Roster - University of Michigan Athletics,CJ Stokes,RB,So.,"Columbia, S.C.",Hammond School
2023 Football Roster - University of Michigan Athletics,Cole Cabana,RB,Fr.,"Dexter, Mich.",Dexter
2023 Football Roster - University of Michigan Athletics,Myles Pollard,DB,So.,"Brentwood, Tenn.",Ravenwood
2023 Football Roster - University of Michigan Athletics,Junior Colson,LB,Jr.,"Brentwood, Tenn.",Ravenwood
2023 Football Roster - University of Michigan Athletics,Rayshaun Benny,DL,Jr.,"Detroit, Mich.",Oak Park
2023 Football Roster - University of Michigan Athletics,Jake Thaw,WR,Sr.,"Westport, Conn.",Staples
2023 Football Roster - University of Michigan Athletics,Christian Bartholomew,WR,Sr.,"Galesburg, Mich.",Kalamazoo United
2023 Football Roster - University of Michigan Athletics,Tyler McLaurin,EDGE,Jr.,"Bolingbrook, Ill.",Bolingbrook
2023 Football Roster - University of Michigan Athletics,Benjamin Hall,RB,Fr.,"Acworth, Ga.",North Cobb
2023 Football Roster - University of Michigan Athletics,Quinten Johnson,DB,Gr.,"Silver Spring, Md.",St. John's College
2023 Football Roster - University of Michigan Athletics,Joshua Nichols,DB,So.,"Detroit, Mich.",Renaissance
2023 Football Roster - University of Michigan Athletics,Joey Velazquez,LB,Gr.,"Columbus, Ohio",St. Francis De Sales
2023 Football Roster - University of Michigan Athletics,Will Rolapp,WR,Sr.,"Darien, Conn.",Suffield Academy
2023 Football Roster - University of Michigan Athletics,Jimmy Rolder,LB,So.,"Orland Park, Ill.",Marist
2023 Football Roster - University of Michigan Athletics,Nico Andrighetto,DB,So.,"Mountain View, Calif.",Saint Francis
2023 Football Roster - University of Michigan Athletics,Jaylen Harrell,EDGE,Sr.,"Tampa, Fla.",Berkeley Prep
2023 Football Roster - University of Michigan Athletics,James Turner,K,Gr.,"Saline, Mich.",Saline
2023 Football Roster - University of Michigan Athletics,German Green,DB,Gr.,"DeSoto, Texas",DeSoto
2023 Football Roster - University of Michigan Athletics,Leon Franklin,RB,Gr.,"Southfield, Mich.",Southfield A&T
2023 Football Roster - University of Michigan Athletics,Jaydon Hood,LB,Jr.,"Fort Lauderdale, Fla.",St. Thomas Aquinas
2023 Football Roster - University of Michigan Athletics,Logan Forbes,WR,So.,"Clarkston, Mich.",Clarkston
2023 Football Roster - University of Michigan Athletics,Caden Kolesar,DB,Gr.,"Westlake, Ohio",St. Edward
2023 Football Roster - University of Michigan Athletics,Keshaun Harris,DB,Gr.,"Lansing, Mich.",Waverly
2023 Football Roster - University of Michigan Athletics,Micah Davis,DB,Fr.,"Dexter, Mich.",Dexter
2023 Football Roster - University of Michigan Athletics,Danny Hughes,RB,Gr.,"Naperville, Ill.",Naperville Central
2023 Football Roster - University of Michigan Athletics,Grayson Dee,LB,Fr.,"Pittsburgh, Pa.",Mt. Lebanon
2023 Football Roster - University of Michigan Athletics,Bryce Wilcox,DB,So.,"Sharpsburg, Ga.",Trinity Christian
2023 Football Roster - University of Michigan Athletics,Jack MacKinnon,LB,Fr.,"Sarasota, Fla.",Cardinal Mooney
2023 Football Roster - University of Michigan Athletics,Joe Taylor,WR,Jr.,"Chelsea, Mich.",Chelsea
2023 Football Roster - University of Michigan Athletics,Josh Beetham,TE,Sr.,"Yorkville, Ill.",Yorkville
2023 Football Roster - University of Michigan Athletics,Christian Boivin,LB,Jr.,"Traverse City, Mich.",Traverse City West
2023 Football Roster - University of Michigan Athletics,Bryson Kuzdzal,RB,Fr.,"Ada, Mich.",Forest Hills Eastern
2023 Football Roster - University of Michigan Athletics,Joshua Luther,DB,Gr.,"Clarkston, Mich.",Clarkston
2023 Football Roster - University of Michigan Athletics,TJ Guy,EDGE,Jr.,"Mansfield, Mass.",Mansfield
2023 Football Roster - University of Michigan Athletics,Jalen Hoffman,TE,Fr.,"Lake Braddock, Va.",Lake Braddock
2023 Football Roster - University of Michigan Athletics,Jesse Madden,DB,Jr.,"Oakland, Calif.",Bishop O'Dowd
2023 Football Roster - University of Michigan Athletics,Max Bredeson,TE,Jr.,"Hartland, Wisc.",Arrowhead
2023 Football Roster - University of Michigan Athletics,Hayden Moore,LB,Fr.,"Parker, Colo.",Regis Jesuit
2023 Football Roster - University of Michigan Athletics,Noah Howes,TE,Jr.,"Rochester, Mich.",Rochester
2023 Football Roster - University of Michigan Athletics,Greg Tarr,LS,Sr.,"Washington, Mich.",Romeo
2023 Football Roster - University of Michigan Athletics,Evan Boutorwick,LS,So.,"Macomb, Mich.",Henry Ford II
2023 Football Roster - University of Michigan Athletics,Brandon Mann,DB,So.,"Franklin, Mich.",Detroit Country Day
2023 Football Roster - University of Michigan Athletics,Henry Donohue,RB,Jr.,"Bronxville, N.Y.",Bronxville
2023 Football Roster - University of Michigan Athletics,William Wagner,LS,Gr.,"Alpharetta, Ga.",Alpharetta
2023 Football Roster - University of Michigan Athletics,Amir Herring,OL,Fr.,"Southfield, Mich.",West Bloomfield
2023 Football Roster - University of Michigan Athletics,Jerome Nichols,LB,Sr.,"Belleville, Mich.",Renaissance
2023 Football Roster - University of Michigan Athletics,Brooks Bahr,DL,Fr.,"Lake Forest, Ill.",Loyola Academy
2023 Football Roster - University of Michigan Athletics,Greg Crippen,OL,Jr.,"Northborough, Mass.",IMG Academy
2023 Football Roster - University of Michigan Athletics,Karsen Barnhart,OL,Gr.,"Paw Paw, Mich.",Paw Paw
2023 Football Roster - University of Michigan Athletics,Kechaun Bennett,EDGE,Jr.,"Suffield, Conn.",Suffield Academy
2023 Football Roster - University of Michigan Athletics,Liam Groulx,LB,Fr.,"Charlotte, N.C.",Providence Day
2023 Football Roster - University of Michigan Athletics,Trente Jones,OL,Gr.,"Grayson, Ga.",Grayson
2023 Football Roster - University of Michigan Athletics,Joel Metzger,LB,Jr.,"Battle Creek, Mich.",Lakeview
2023 Football Roster - University of Michigan Athletics,Cole Morgan,OL,Fr.,"Princeton, N.J.",The Hun School
2023 Football Roster - University of Michigan Athletics,Nathan Efobi,OL,Fr.,"Cumming, Ga.",South Forsyth
2023 Football Roster - University of Michigan Athletics,Mason Graham,DL,So.,"Anaheim, Calif.",Servite
2023 Football Roster - University of Michigan Athletics,Dominick Giudice,OL,Jr.,"Freehold, N.J.",Mater Dei
2023 Football Roster - University of Michigan Athletics,Trevor Andrews,LB,Jr.,"Brentwood, Tenn.",Ravenwood
2023 Football Roster - University of Michigan Athletics,Giovanni El-Hadi,OL,Jr.,"Sterling Heights, Mich.",Adlai Stevenson
2023 Football Roster - University of Michigan Athletics,Breeon Ishmail,EDGE,Fr.,"Hamilton, Ohio",Princeton
2023 Football Roster - University of Michigan Athletics,John Weidenbach,LB,Fr.,"Naperville, Ill.",Benet Academy
2023 Football Roster - University of Michigan Athletics,Drake Nugent,OL,Gr.,"Lone Tree, Colo.",Highlands Ranch
2023 Football Roster - University of Michigan Athletics,Noah Stewart,OL,Sr.,"Muskegon, Mich.",North Muskegon
2023 Football Roster - University of Michigan Athletics,Raheem Anderson,OL,Jr.,"Detroit, Mich.",Cass Technical
2023 Football Roster - University of Michigan Athletics,James Kavouklis,OL/LS,So.,"Tampa, Fla.",Berkeley Prep
2023 Football Roster - University of Michigan Athletics,Zak Zinter,OL,Sr.,"North Andover, Mass.",Buckingham Browne and Nichols School
2023 Football Roster - University of Michigan Athletics,Peter Simmons,DL,Jr.,"Bonita Springs, Fla.",Bishop Verot
2023 Football Roster - University of Michigan Athletics,Evan Link,OL,Fr.,"Burke, Va.",Gonzaga College
2023 Football Roster - University of Michigan Athletics,Tristan Bounds,OL,Jr.,"Wallingford, Conn.",Choate Rosemary Hall
2023 Football Roster - University of Michigan Athletics,LaDarius Henderson,OL,Gr.,"Waxahachie, Texas",Waxahachie
2023 Football Roster - University of Michigan Athletics,Reece Atteberry,DL,Sr.,"Aurora, Colo.",Eaglecrest
2023 Football Roster - University of Michigan Athletics,Andrew Gentry,OL,So.,"Littleton, Colo.",Columbine
2023 Football Roster - University of Michigan Athletics,Connor Jones,OL,So.,"Monument, Colo.",Palmer Ridge
2023 Football Roster - University of Michigan Athletics,Trevor Keegan,OL,Gr.,"Crystal Lake, Ill.",Crystal Lake
2023 Football Roster - University of Michigan Athletics,Kenneth Grant,DL,So.,"Merrillville, Ind.",Merrillville
2023 Football Roster - University of Michigan Athletics,Myles Hinton,OL,Sr.,"John's Creek, Ga.",Greater Atlanta Christian
2023 Football Roster - University of Michigan Athletics,Jeffrey Persi,OL,Sr.,"Mission Viejo, Calif.",JSerra Catholic
2023 Football Roster - University of Michigan Athletics,Eamonn Dennis,WR,Sr.,"Worcester, Mass.",St. John's
2023 Football Roster - University of Michigan Athletics,Peyton O'Leary,WR,Jr.,"Byfield, Mass.",Governor's Academy
2023 Football Roster - University of Michigan Athletics,Semaj Morgan,WR,Fr.,"West Bloomfield, Mich.",West Bloomfield
2023 Football Roster - University of Michigan Athletics,Zack Marshall,TE,Fr.,"Solana Beach, Calif.",Carlsbad
2023 Football Roster - University of Michigan Athletics,Dale Chesson,WR,Gr.,"St. Louis, Mo.",Ladue Horton Watkins
2023 Football Roster - University of Michigan Athletics,Cristian Dixon,WR,Jr.,"Santa Ana, Calif.",Mater Dei
2023 Football Roster - University of Michigan Athletics,Zach Peterson,WR,Gr.,"Roswell, Ga.",Wesleyan
2023 Football Roster - University of Michigan Athletics,Matthew Hibner,TE,Sr.,"Burke, Va.",Lake Braddock
2023 Football Roster - University of Michigan Athletics,AJ Barner,TE,Sr.,"Aurora, Ohio",Aurora
2023 Football Roster - University of Michigan Athletics,Alessandro Lorenzetti,DL,So.,"Montreal, Québec",The Loomis Chaffee School
2023 Football Roster - University of Michigan Athletics,Hudson Hollenbeck,K,So.,"Collierville, Tenn.",Collierville
2023 Football Roster - University of Michigan Athletics,Aymeric Koumba,EDGE,Fr.,"Bordeaux, France",Lycée Alfred Kastler
2023 Football Roster - University of Michigan Athletics,Cameron Brandt,DL,Fr.,"Chatsworth, Calif.",Sierra Canyon
2023 Football Roster - University of Michigan Athletics,Stone Anderson,K/P,Fr.,"Deerfield, Mass.",Deerfield Academy
2023 Football Roster - University of Michigan Athletics,Ike Iwunnah,DL,Jr.,"Garland, Texas",Lakeview Centennial
2023 Football Roster - University of Michigan Athletics,Joey Klunder,EDGE,So.,"Grosse Pointe, Mich.",Grosse Pointe South
2023 Football Roster - University of Michigan Athletics,Kris Jenkins,DL,Sr.,"Olney, Md.",Our Lady Good Counsel
2023 Football Roster - University of Michigan Athletics,Trey Pierce,DL,Fr.,"Chicago, Ill.",Brother Rice
2023 Football Roster - University of Michigan Athletics,Enow Etta,EDGE,Fr.,"Keller, Texas",Covenant Christian Academy
2023 Football Roster - University of Michigan Athletics,Chibi Anwunah,EDGE,So.,"Canton, Mich.",Plymouth Christian Academy
2023 Football Roster - University of Michigan Athletics,Cordell Jones-McNally,K/P,Fr.,"Marcellus, Mich.",Marcellus
2023 Football Roster - University of Michigan Athletics,Cam Goode,DL,Gr.,"Washington, D.C.",St. John's College
